feature,mean_tfidf
yield,0.045360871764833124
farming,0.03670235063383551
pradesh,0.03082572085424811
days,0.030400910318115433
fruit,0.030219381775766253
rice,0.029289541257828865
varieties,0.028661190045601925
cultivation,0.025491689816978053
variety,0.023897104524817272
used,0.023843824902901087
income,0.02211313347615611
wheat,0.020548462698247557
millet,0.0204824472835488
fruits,0.020011288780568248
leaf,0.019976364283855644
plants,0.01834000659242468
irrigation,0.018269554602374588
leaves,0.01792470681368157
resistant,0.01773407893545067
fish,0.0177154727907077
indian farming,0.01762900481655698
disease,0.01745060699298835
conditions,0.017422168532007412
productivity,0.017341403124479595
application,0.01700827754393539
agenda,0.016963149821897876
cost,0.016844811126366283
control,0.016714336507811366
systems,0.01598190386714972
suitable,0.015746350633225062
low,0.015542097801663136
organic,0.015487465491644165
horticulture,0.015386516472870091
climate,0.015201679614284145
improved,0.015016705497568027
itk,0.014975764181438134
seeds,0.014947148010565807
practices,0.01486887121128034
using,0.014828306755319685
singh,0.01481633958907556
table,0.014747002067040724
species,0.014733300592626893
average,0.014678278156652378
grain,0.01447488170485816
increase,0.01430698617782666
maize,0.01425682368669914
unit,0.014190051299601977
green,0.01416830340205748
universities,0.01402578172498898
season,0.013936418906309365
sustainable,0.013421948471010628
extension,0.01341246168084721
fisheries,0.013327987865187458
small,0.013207224420317387
kvks,0.013145978646317641
treatment,0.01310496524533447
maturity,0.01310423222697496
sowing,0.013081360888334025
potential,0.012984811147106028
women,0.012882573047563616
millets,0.012881433191446605
rainfed,0.012869506732246312
students,0.012834990883955831
annual,0.012780167480433301
international,0.012712721344696934
potato,0.01269808082120432
content,0.012694268070928468
planting,0.012628042004782743
day,0.012552261271203288
kharif,0.012493711422515581
report,0.01227142779449872
committee,0.012258161274099951
kumar,0.01223141745429532
rural,0.012171982612945909
diseases,0.012162866261286152
programmes,0.012141366272693611
agro,0.012125495350063608
net,0.01211118185213042
action,0.01209439950983309
fodder,0.012058998348532614
livestock,0.012056201439781304
vegetable,0.012003453905998543
institutes,0.011988716365319311
pest,0.011976085914314837
weight,0.01197008423359039
programme,0.011908601608048904
recommended,0.011805565785016918
uttar,0.011798480530736408
economic,0.011754520853914116
cropping,0.011739516336698584
animals,0.01173055770098418
milk,0.011712367656862982
raey,0.01160656756068354
vegetables,0.011602665809710755
dare,0.011597673289797153
oil,0.011525720980470716
district,0.011506870164359237
tonnes,0.011505209359367202
farmer,0.011457501553940534
processing,0.011452444788318366
increased,0.011377449183479507
early,0.01126792079449741
pusa,0.011208941995420604
hybrid,0.011184793513155522
sector,0.01117768561830413
growing,0.01114123808644825
scientist,0.011137548673743987
mango,0.011082774302077627
market,0.010978876877701087
shri,0.010974531059534581
poultry,0.010954522210681729
protein,0.010915033490963186
data,0.010880645695925246
uttar pradesh,0.010878040371515633
research institute,0.010843145412229267
gujarat,0.010736778866305457
harvest,0.010675317406484338
temperature,0.010609800806229492
maturity days,0.010588435536827354
states,0.010547485289502627
maharashtra,0.010534455114326935
agricultural education,0.010510330208170642
adg,0.010496318841250556
compared,0.010417114963666771
dry,0.010404778683309013
kvk,0.010396714493484178
zone,0.010338673242830495
mail,0.010300697058561169
harvesting,0.010230012550137812
nutrient,0.010201146320301802
faculty,0.01013629404817424
grant,0.01013415789999687
latot,0.010123591364624904
sorghum,0.010116511428382394
sciences,0.010115433714095292
storage,0.010109711635762594
breeding,0.010074933773387652
farming january,0.010010409262645169
feed,0.009982036714869857
achievements,0.009959564767594051
integrated,0.00989602396471816
better,0.009856351800628486
veterinary,0.009839209593118256
conservation,0.0098317211229215
karnataka,0.009831429229733032
grown,0.00982786488183269
irrigated,0.009780746055248098
vice,0.009768901924489735
pests,0.009724774859385565
scientists,0.009720933592548178
date,0.009720286095461772
local,0.009712388692806401
method,0.009705277427608069
resistance,0.009694590039200892
tree,0.009613733483944266
policy,0.009561895287422274
address,0.009524637222595703
security,0.009519167661201157
significant,0.009517722579039106
com,0.009515364154971844
success,0.009479318113426855
genetic,0.009468196296367241
vcs,0.009436144858413638
soils,0.00943089895483762
paddy,0.009399587668537528
ppm,0.009366149705180257
plan,0.00936146922074356
moisture,0.009342922951243279
world,0.009306212353619782
tomato,0.009280406948795788
business,0.009269399174212323
colour,0.009216719750214623
rajasthan,0.009212135773993166
tolerant,0.00920212577604509
root,0.009195275194876656
tamil,0.009188566655016328
annual report,0.009184149114564742
population,0.009171171396670447
aus,0.009162938592518908
january,0.009142331141365761
punjab,0.009103310441891806
work,0.009097234257717293
dare icar,0.009069795517547257
impact,0.009051378250030342
shall,0.008953038759553267
cotton,0.00890508347595142
source,0.008893210025669944
iari,0.008885834351220798
rabi,0.008884264480146719
sugarcane,0.008878202102477133
aicrp,0.008855473829179294
size,0.008853722266735304
traditional,0.008852478442388585
stress,0.008818492275341568
required,0.008806386347056584
building,0.008768728984375892
million,0.008756188843508147
nadu,0.008746561260188038
efficiency,0.0087295534469132
keywords,0.008726571356386834
global,0.008628738916765594
gmail,0.008619898019793239
vaccine,0.00859636755054826
nutritional,0.008578088801810858
drought,0.008576683827614782
medium,0.00856826818531048
large,0.008564301555334927
gmail com,0.00855738632767746
fertilizer,0.008549799658023712
lakh,0.00850777265326376
red,0.008499875446886332
moderately,0.008499261322520765
improvement,0.008488484486962048
type,0.008482137507225573
acid,0.00848114915312947
chancellor,0.008474293553390935
long,0.008473642428889564
identified,0.00842658737742622
cattle,0.008407823413235933
produce,0.008404813050719943
analysis,0.008400658904706064
weed,0.008391240950251861
respectively,0.00839076674600655
blight,0.00836229169138597
tamil nadu,0.008341345776780577
saus,0.008311147803000747
banana,0.008299195641036884
page icar,0.008291735699442424
financial,0.008275127078631535
cid,0.008274655164224117
vice chancellor,0.00825953013082285
stage,0.008254012541727787
stem,0.008227700755906406
west,0.008214863170739444
insect,0.008145327167500745
availability,0.008097694075410878
rate,0.008094070947898916
agri,0.008090207956410208
pulses,0.008088001338348983
organized,0.00808328147540983
months,0.008077756884390098
results,0.008077047920146149
followed,0.00807473197137844
icar annual,0.008046195348029226
dairy,0.008018662852146682
hybrids,0.007989593183216195
secretary,0.00798317180623293
spray,0.007979871012217504
horticultural,0.007976719973993861
life,0.007973101919726154
june,0.007956308503655357
assessment,0.007947725945400497
scientific,0.00794457126587248
week,0.00790557762012591
hyderabad,0.007901768087560265
services,0.007899393959142726
flowering,0.007879959599136791
north,0.007857883228988024
agricultural university,0.007853508148320984
indian horticulture,0.007850549766117043
march,0.007840531838761265
rich,0.007828399555226875
ministry,0.007821940629879346
regions,0.007812106844426503
applied,0.007793816492517384
odisha,0.007779151609442987
tthhee,0.007775598982916259
iii,0.007736949009849847
mustard,0.007736760809829094
society,0.0077255866028315195
role,0.007715731356452593
bank,0.0077129232688007395
onion,0.00770782087413257
group,0.007706584121001979
madhya,0.007704484433663922
blast,0.007698952225417454
staff,0.007698938408463829
village,0.007696811044872849
gene,0.007685537681032615
bio,0.007682519691316193
andhra,0.007646881159140768
learning,0.007646731659813527
public,0.007601127463180572
haryana,0.007583593703058647
demand,0.0075828042347746705
author,0.00758133449352455
scale,0.007580405241019531
black,0.007574844450582938
summer,0.007567589320271004
human,0.007567538594792362
reduce,0.0075294533897279055
commercial,0.007529033787336722
price,0.007502366876537842
moderately resistant,0.007490059440658248
material,0.0074764292895061184
help,0.007460583623798698
rot,0.007457023124354017
needs,0.007432641618242232
establishment,0.0074271349331472
established,0.007417813303467451
member,0.007415108634739627
flowers,0.007394694452606023
zinc,0.007387832239158476
october,0.007382083719443929
released,0.007366465635050329
chickpea,0.007360452006119221
virus,0.007359019887360513
product,0.0073411052825474105
issues,0.007317608461320102
line,0.007308018019288536
ratio,0.007275406505761207
fresh,0.007269613235740599
culture,0.007260874071095822
implementation,0.007247539560338387
centres,0.007212981293824845
guidelines,0.007211619028302723
produced,0.007205588799221192
november,0.007170853366691175
conducted,0.007159372877889945
chemical,0.007158412721777777
body,0.007155732025355007
yield maturity,0.007142503688048359
capacity building,0.007142227311765343
madhya pradesh,0.0071294032582877405
andhra pradesh,0.007128640447530037
germplasm,0.007118411841794847
making,0.007101196199908035
yielding,0.007097819355623877
environment,0.007094350758578105
meeting,0.00708685468997502
showed,0.007075325164134782
fertilizers,0.007060856529790992
aquaculture,0.007033380651479304
condition,0.007032268462864188
release,0.00702874951814628
bihar,0.0070241151655011025
recorded,0.007016889313291882
fig,0.007012209352210173
goat,0.007010268167304442
borer,0.006981256065000818
agro advisory,0.006965498476707425
yellow,0.0069639526680841364
marketing,0.006944036676166345
practice,0.006933675552639235
medicinal,0.0069038784726611555
adoption,0.006901211779190096
study,0.006887132504231821
app,0.006886676103702706
preparation,0.0068661432079539985
service,0.006866081894636962
white,0.006856720211871375
groundnut,0.006854297566932493
methods,0.006845521007551842
breeds,0.006831207659413812
benefits,0.006810635285028879
projects,0.006805576378911225
agricultural universities,0.006802161921553447
gender,0.006777604371979015
april,0.006748485573679483
increasing,0.0067394212473309775
minister,0.006735589228572054
strengthening,0.006709303566269897
model,0.0066604430849420545
nursery,0.0066217582509545325
energy,0.006614841781811666
institutions,0.006608303589869468
performance,0.0066076173147372845
ddg,0.006605162421893867
advisory,0.0065958760191943844
target,0.006594441691782738
eht,0.0065796873464785445
head,0.006571975734139523
developing,0.006567136506861232
countries,0.006557473575715488
environmental,0.006544922617939421
seedlings,0.006540715061502662
code,0.006533380632537428
facilities,0.006532407398447268
units,0.006529436317623701
lines,0.006525797836559432
nutrition,0.006525748306512107
improving,0.006516636480900325
accreditation,0.006504040234565493
pearl,0.006481305206195748
bengal,0.006462690348069406
viz,0.0064493716044432105
make,0.006436856753899696
gourd,0.006424412393529888
highly,0.006418191787684841
sown,0.006415640561556514
february,0.006414925258247819
apple,0.006403869862806227
approach,0.00640236160622693
livelihood,0.0063831727628664596
grain yield,0.006381132946797636
neem,0.0063772413388491
observed,0.0063745111855798295
challenges,0.0063620960274008535
transplanting,0.006360681047179941
teaching,0.006348593925083125
industry,0.0063395771828217195
corresponding author,0.006335148070926222
selection,0.006326476014592169
gandhiji,0.006309777727596845
epd,0.00630735247941586
arid,0.006303544329059351
straw,0.006301402094842906
improve,0.006297148791080297
expenditure,0.006268630066042401
seed production,0.006261359635971427
late,0.006246185038542777
present,0.006237694888093037
maximum,0.006233292275293032
july,0.006225460389077576
indigenous,0.006209750635014578
icar institutes,0.006186106934954543
bean,0.006177444850899586
eastern,0.006147987058034515
nutrients,0.006147903952450789
enhancing,0.0061471596886409005
advisory farmers,0.006147146405009313
rainfall,0.006134321273089174
submission,0.006126359503558867
digital,0.006111781421411924
promoting,0.0060942118046544815
litre,0.006093512277405125
climate change,0.006092556776935937
action vcs,0.006081595745877165
yields,0.006071883461557667
sub,0.006069116064829835
grains,0.006058567820315718
research education,0.0060518201023341866
trees,0.006049838336537524
high yielding,0.006043767679207589
details,0.006038701435551145
villages,0.006035369197706721
machine,0.006009392708138342
reduced,0.00600919221681249
contact,0.006006027388721871
household,0.005999512608135502
mushroom,0.0059892873532027815
brown,0.00598543126992008
finger,0.00598308332450469
iron,0.005977138475463023
private,0.005974725922654354
soybean,0.005966128366290554
testing,0.0059652764975602224
assam,0.005958658814899842
diversification,0.00595495298716086
genes,0.0059385256986050705
presented agenda,0.005936012749431323
objective,0.005929479257268472
post harvest,0.005924384746676958
best,0.005915858989684613
research achievements,0.005912408399504504
case,0.005912025438481095
techniques,0.005909110144048858
timely,0.005905083371096485
candidates,0.005896862614110251
weeds,0.005896549144121511
telangana,0.00589610978067029
poor,0.005889805275594494
dna,0.005889551499334353
funds,0.005884081002470006
pearl millet,0.005875947727180997
icar indian,0.0058701787549610895
essential,0.005865821559542187
success indicator,0.005851799543939262
carbon,0.005848440932158162
page indian,0.005835443990940166
feeding,0.005835420539740149
page dare,0.005831939493906917
innovation,0.005828952491559922
cultivated,0.005828687637082984
people,0.005825152402468881
program,0.005812405619094436
acre,0.005803262770457813
efficient,0.005799895037436417
division,0.005799694689567161
prepared,0.005796319774373319
engineering,0.005794501453779373
article,0.005790058521286732
email,0.005785391698326839
september,0.005774139923929859
samples,0.005774136890793547
presented,0.005770571512619353
scheme,0.00576983124028418
brinjal,0.005750665996307558
eggs,0.005741951533535485
loss,0.005737491111584432
kerala,0.005732122876379981
waste,0.005731912466957612
title,0.005731586322718209
dose,0.005722633567201792
manure,0.005721428491605988
damage,0.0057197403646477634
significantly,0.0057142360772143705
officer,0.005712476729484935
surface,0.005710823600836409
known,0.005696772164095368
rust,0.005688175413585582
awareness,0.005688037850514426
districts,0.005687775219567247
short,0.00568283654797642
social,0.005668852719188571
recommendations,0.00566176774201801
flower,0.005658362649419994
promotion,0.00565142925098796
accounts,0.005650809515744912
trials,0.005650302684574192
corresponding,0.005647686118368236
mildew,0.005642836255122726
jammu,0.005642635586880751
added,0.005640960214764343
sheep,0.005633447538689441
future,0.005625181153001943
free,0.005618733014780598
organization,0.005616718617272701
effect,0.005614021946081124
fibre,0.005613085953419978
parts,0.005609402342980797
interventions,0.0056069707043314935
light,0.005605235996699645
climatic,0.005605185150235865
value addition,0.005602545964313593
husbandry,0.005597081166632079
additional,0.0055965755209444745
order,0.005594749547534212
west bengal,0.005585868874878065
fields,0.005584338672448248
icar central,0.005583321935695222
common,0.005580983708161301
commercialization,0.005576448649975022
farming november,0.005567080811956572
terms,0.005565023696803337
meat,0.0055597433532515094
annexure,0.005544101355314169
nitrogen,0.005541366666874013
materials,0.005538556185855488
fym,0.0055281520941551565
reducing,0.005515626235950079
resilient,0.005515378100500615
reduction,0.005507559508579168
proper,0.005499801630147667
strategies,0.005496631767122822
studies,0.005494620766892701
january page,0.0054841394630176865
kashmir,0.0054763621640047016
december,0.005474144594763064
ooff,0.005470904619401558
coconut,0.005470595613313196
form,0.005467897236502442
monitoring,0.005462867352094097
welfare,0.005457765584531671
enhance,0.00545397772284005
buffalo,0.005452403480482971
especially,0.00544874813375789
aanndd,0.005441548122174465
incubation,0.005433683444145729
properties,0.005424554783337128
arka,0.005415797803219028
litchi,0.005415644681639555
cow,0.005415612118980423
pea,0.005406897379071961
ensure,0.00540314627497718
phone,0.005400710359272045
returns,0.005400336515123239
degree,0.005384997196685076
equipment,0.005376438962069635
success indicators,0.00537170742748743
weather,0.0053567110335400086
demonstrations,0.005356092498190393
duration,0.005349595308169334
directors,0.005339915747236595
august,0.005335784595512134
losses,0.005323526452473141
himachal,0.005321283895269735
key,0.005312236603452206
current,0.005300693282005132
highest,0.005300045061290308
incidence,0.005299888936908366
utilization,0.005296590879403036
month,0.005293200820965024
transfer,0.005292744736014767
fund,0.005287685697454538
cgiar,0.005287394785347119
adg epd,0.005283573407581878
courses,0.005279807631804835
lower,0.005271588725564724
initiatives,0.0052616495530546994
power,0.005257176008913601
old,0.00525710648936612
seaweed,0.005253827695756186
logo,0.0052472747215474
wilt,0.0052452996857136345
community,0.005240208188153053
report page,0.00523961971290553
uttarakhand,0.005238672744073919
actual value,0.00523421312524109
fellowships,0.005229260882130503
review,0.005226904208994629
turmeric,0.005225415296527709
ict,0.0052238299318133835
purpose,0.005216949235397958
network,0.005214619704399034
check,0.0052071223759428305
importance,0.005207108195156911
times,0.005196954907287473
levels,0.005175592944312814
stakeholders,0.005165779582516164
government india,0.005158526575277286
collaboration,0.005152074148522092
enterprises,0.005148358297542561
iari new,0.005139771517000991
ecosystem,0.005136391272837879
cut,0.005135287953780469
selected,0.005132294169856332
higher agricultural,0.005122985582395303
organizations,0.005119228043362082
supply,0.005114500922228033
way,0.005111813648864948
second,0.005110746727714687
conference,0.005110216347351811
eqr,0.005101553500951205
biomass,0.005097261099975588
age,0.005087139850073931
goats,0.005081225819270788
cooperation,0.005080801719958262
providing,0.00507534635844472
single,0.00507452843240073
evaluation,0.005074234312459325
length,0.005069731922575197
microbial,0.005067990480204661
micro,0.005065450369498565
principal,0.005063196625576314
budget,0.005060829352817219
regional,0.005059915825820591
requirement,0.005057230339052547
pre,0.005050164314370961
compost,0.005047820557087948
heat,0.0050477836263285066
conventional,0.005044859548326272
members,0.005042424668283426
indicator unit,0.005037881875257728
fertility,0.005033158978723946
family,0.005031247476597843
indian institute,0.005030158721194346
coordinated,0.005027942341924136
employees,0.005024653373007002
semi,0.005024232999437818
basis,0.005020353243757803
capital,0.005008068964100678
collected,0.005008026946923515
directorate,0.005006468353197693
weeks,0.005004984783252838
status,0.005003360697948688
matter,0.005002272710614227
posts,0.005001714008338787
overall,0.004997567587543628
extract,0.004996069757370877
entrepreneurship,0.004990650465997681
height,0.004976403143326876
range,0.004963331756813358
tolerance,0.004962464899892984
mean,0.0049575537132321166
adopted,0.004947348720441502
chilli,0.004944766664938832
access,0.0049418982652505656
horticulture page,0.004921415504806451
chhattisgarh,0.004917404290426337
demonstration,0.004914179741638629
entrepreneurs,0.004889513702263834
open,0.0048890406944051175
inputs,0.004882180324308834
operation,0.004877445332683333
rfd,0.00487116346166388
western,0.004864224642924539
include,0.0048624044172689805
himachal pradesh,0.004852707394037696
identification,0.004851234232124008
board,0.004850728033664143
generation,0.0048479208766634375
title itk,0.00484292430176139
media,0.0048379524918666
protection,0.004836538108698162
senior,0.004835928156536235
main,0.004833624805067834
director general,0.004822819966166399
animal husbandry,0.004820296556487781
action success,0.004818572125401231
infrastructure,0.004816271620563924
document,0.004808784424679143
csr,0.004803989097037184
set,0.0048037463327333125
consumption,0.004800714667298164
ifs,0.004799551483455461
labour,0.004797203012239907
smart,0.004792793959527046
tools,0.004788088423005292
ludhiana,0.004781979623544072
gov,0.004781542174274787
adg eqr,0.0047763757920859405
revealed,0.004776225026014415
egg,0.004771429431661522
research new,0.004762844617657293
agencies,0.004757437897191869
enhanced,0.004748744654555894
drip,0.004748297585850241
indicators,0.004746977940535528
plains,0.004746036223327649
sweet,0.004741549855363078
helps,0.004738763116524327
molecular,0.004737730768244956
existing,0.004728773152110092
agroforestry,0.004724080325716856
quantity,0.004723007863675854
pay,0.0047206621918541875
held,0.004720650354769864
affected,0.004718086733283595
cell,0.00471729382245925
term,0.004716203316118084
appropriate,0.004713305731986588
das,0.0047127560680430185
mixed,0.004707398413103602
grade,0.004702199833263684
audit,0.00469091131532016
export,0.004690910353106788
college,0.00468075781108024
partnership,0.004678823410980862
pigeonpea,0.004668325111908452
south,0.004667506156208873
suitable irrigated,0.004661235475634018
shoot,0.004660582270279796
farmers welfare,0.004655874869177667
palm,0.004655474606644027
obtained,0.00465476548138581
situ,0.004634040067156501
subject,0.004632604405439085
vaccines,0.0046311586679722285
juice,0.004630634528043089
models,0.004619685477002581
marine,0.00461432512635361
caft,0.004611803524440561
research project,0.004609419979968179
participants,0.0046083066119078095
rfd department,0.0045976088887453945
self,0.00458909962459869
professor,0.004585257388966539
chain,0.004584668519377595
skills,0.004583312339127709
treated,0.004582271884339664
solution,0.004572400598475416
provides,0.004572122377054536
cultivars,0.0045684209021408595
indicator,0.004566185513828835
opportunities,0.0045615568821804325
special,0.004550835040439881
tropical,0.00453669829962689
powder,0.004534492422545146
gross,0.00452091030187453
director icar,0.004513569852470674
share,0.004510507841025495
page tables,0.004501585838503873
considered,0.00450136720476924
education section,0.004500686977205978
innovations,0.004498866505766271
tables page,0.004496821790590896
nature,0.004492866888448968
pig,0.0044920754784299605
distribution,0.004485423058890462
hand,0.004481855482462185
formulation,0.004480715411972959
kufri,0.00447983178932891
jute,0.0044780395870635025
sustainability,0.004476083724514383
grants,0.004473409652929158
bacterial,0.0044675769436809685
started,0.004466566089349924
spacing,0.004461751296026543
significant achievements,0.004458210014860356
mobile,0.004457517184397244
finger millet,0.004456868112153389
popular,0.004450443085067209
natural farming,0.004444225523696189
detection,0.0044405333925497245
jhansi,0.004439287680951769
marginal,0.0044372792617109105
protected,0.0044365314662508405
tested,0.00443116108541777
features,0.004428312031357802
harvested,0.0044282892054230295
activity,0.004425885764303681
input,0.0044257831981595625
cover,0.004424948650973496
benefit,0.004418867409680947
jharkhand,0.004408750605894553
working,0.004408647725717513
facility,0.004408520376490086
roots,0.0044018475519940585
approval,0.004400608731748509
programs,0.00439971286427124
excellence,0.00438555362474827
employment,0.0043833022736496936
examination,0.004379485033792738
accessions,0.00437823216097613
tribal,0.004371788583989934
infestation,0.004371031772586626
rice wheat,0.004368068857692237
limited,0.004364161322535978
icar significant,0.004358262544792035
salient,0.00435586318096939
assistant,0.004352080012021698
kashi,0.004351487080540243
page results,0.00434839592839401
india coordinated,0.004345695666828713
structure,0.004345593484847419
applications,0.004343235871369642
icar gov,0.004338233515944813
particularly,0.004335716030739313
costs,0.004325840603475701
dried,0.0043217622765100916
president,0.0043140340754082756
horticultural crops,0.004313515729250686
wild,0.004313270083522551
spot,0.004313150295989612
document rfd,0.0043121315596446625
raised,0.004303206707415898
direct,0.004287702804384137
departments,0.004279861177077753
principal scientist,0.004275756888426462
types,0.004272316392686625
fax,0.004271576669358813
hills,0.004269794435889239
multi,0.00425923822775101
basic,0.004254461136117085
rules,0.004250795593658838
icar national,0.0042466346109756165
shade,0.004246284131441045
promote,0.004245777860931653
central institute,0.0042408503203237875
multiple,0.00423851517969444
anti,0.004237156400546515
place,0.004235599454561012
crore,0.004235509983863976
generated,0.004226443081886215
diversity,0.004225465340878157
journal,0.004223945648706588
rearing,0.004218702677933354
section,0.0042166324610030115
return,0.004213166716801914
chairman,0.004210510612626157
row,0.0042088656463774585
results framework,0.00420507500506789
coordinated research,0.004199561450985763
grow,0.004199044282831098
hindi,0.00419814447061807
officio,0.00419684442565099
validation,0.004194424765578935
shelf,0.004194363999893517
summary,0.00419423979425101
deep,0.004192227504772316
emerging,0.004187360723971754
framework document,0.0041826369618409845
gram,0.004181038176587602
actual,0.004178887461706841
department agricultural,0.0041767069430283825
asia,0.004175252073740535
reported,0.004170446737936941
genetic resources,0.004165709120907735
cropping systems,0.004161038072289478
food security,0.0041605228115481705
npk,0.004152172199608319
indian agricultural,0.004150684822413675
bed,0.004147929478602523
tuber,0.004139286463800644
drying,0.004136556835741303
karnal,0.004136521645521138
communication,0.004132912226575473
road,0.004126622080831708
journals,0.004122528126424279
traits,0.00411622831406341
groups,0.004114798659596015
carried,0.004111802122891991
bangalore,0.004108447292565546
introduction,0.00410734391500883
necessary,0.004104410437155044
biological,0.004097395029345982
adaptation,0.004095548458797428
description,0.004093204626716886
proposed,0.0040931550240933786
bengaluru,0.004092353244971662
fly,0.004088635815792594
successful,0.004087249616072822
brand icar,0.004085507224483725
account,0.004084261296709993
ipm,0.004082650079138032
end,0.004079850611556169
youth,0.004079184677328799
factors,0.004077325264010331
mixture,0.004077167780330334
measures,0.004073575540017219
pod,0.004065413298692832
genome,0.004060906839911017
female,0.004054536597137928
received,0.004045992188952323
allied,0.004044559287521486
cent,0.00403141884223243
bee,0.0040269997221180605
zones,0.004025541629968354
skill,0.004024722124033313
farming october,0.004019800133745629
ginger,0.004015789367469928
naarm,0.004012947709167298
maintenance,0.004012280802535503
lakhs,0.004010026254985342
framework,0.00400923124296239
promising,0.004007263698846646
biodiversity,0.003996178595017325
healthy,0.0039942715627940975
salt,0.003989189320731854
dkma,0.0039857953913005825
wide,0.003980221985480714
spices,0.00398015420183818
achievements aicrps,0.003979869289993229
planning,0.003977249856699325
pesticides,0.003976521250864414
air,0.003976140717415397
test,0.003975177271234745
farms,0.003974321591993477
innovative,0.00397291298101783
hrs,0.00397103038589729
administrative,0.003970578454430696
english,0.003968893942995477
technique,0.00396655962663227
developed icar,0.003955352721064571
interval,0.003954332958208998
okra,0.003952726706314326
course,0.003951791562768084
finance,0.00394278663591943
start,0.003942016566633746
crores,0.003931556648032916
round,0.0039259324215211175
page research,0.0039251409469107735
young,0.003924296680894891
design,0.003920198157962464
colleges,0.003919554565602252
sugar,0.003918041757427574
pusa new,0.0039036344571689854
value projected,0.0039036309476330085
action adg,0.003903152957603848
led,0.0039012665858083185
leading,0.0039003758153459633
larvae,0.003896003840406855
capsicum,0.003892037687408533
advanced,0.0038909685384104216
avoid,0.0038872693682745277
location,0.0038778251882821703
apply,0.0038758650193587664
rain,0.003873028650003952
proceedings,0.003872632701837707
germination,0.0038704984167454264
component,0.0038700808593212783
treatments,0.0038660486785201753
soil health,0.0038618207851144363
collection,0.003860235168944709
changes,0.0038597199616795374
shelf life,0.003857145956511661
projected value,0.0038567866477831037
view,0.0038554639354079186
hill,0.0038552202972665216
plantation,0.0038420918112656434
aromatic,0.0038371738011285773
cereals,0.003836235332039483
residue,0.0038288381178191704
contact director,0.0038283944608374855
male,0.003826554993731786
breeder,0.0038242272015658165
pods,0.0038234627507915024
concerned,0.003823000297976207
oilseeds,0.0038195945398876983
dhan,0.0038187784445854914
foreign,0.003815527127330208
value added,0.0038148659867182568
respect,0.0038122881664442187
sikkim,0.0038121406067111833
unique,0.0038100186400296587
gandhian,0.003802368380563474
parameters,0.0038001529527826585
subscription,0.0037990653824657205
sunflower,0.00379899660877926
online,0.003797127886193128
stages,0.003796563723705921
problems,0.003795857618540186
residues,0.003789352381896554
meet,0.0037891178299560365
officers,0.0037870223634473683
issue,0.003783849185274033
lack,0.003783131873863277
covered,0.0037824941020530205
act,0.003776112482285973
